LaptopID,Company,Type,Inches,ScreenAndRes,Screen,Resolution,CpuMan,CPU/Withclock,CPU,Ram,Ram(GB),Storage(Primary),Storage(Secondary),Storage(P(GB)),Storage(S(GB)),Storage(GB),Gpu,OS
777,HP,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7300U 2.6GHz,Core i5 7300U 2.6GHz,Core i5 7300U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
917,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7300U 2.6GHz,Core i5 7300U 2.6GHz,Core i5 7300U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
943,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7300U 2.6GHz,Core i5 7300U 2.6GHz,Core i5 7300U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
704,HP,Netbook,12.5,1366x768,Regular,1366x768,Intel Core i5 7300U 2.6GHz,Core i5 7300U 2.6GHz,Core i5 7300U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
727,HP,Notebook,14,1366x768,Regular,1366x768,Intel Core i5 7300U 2.6GHz,Core i5 7300U 2.6GHz,Core i5 7300U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
43,Acer,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7300HQ 2.5GHz,Core i5 7300HQ 2.5GHz,Core i5 7300HQ ,16GB,16,256GB SSD,,256,0,256,Nvidia GeForce GTX 1050 Ti,Windows 10
391,Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,4K Ultra HD / Touchscreen ,3840x2160,Intel Core i5 7300HQ 2.5GHz,Core i5 7300HQ 2.5GHz,Core i5 7300HQ ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce GTX 1050,Windows 10
395,Dell,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7300HQ 2.5GHz,Core i5 7300HQ 2.5GHz,Core i5 7300HQ ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce GTX 1050,Windows 10
514,Dell,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7300HQ 2.5GHz,Core i5 7300HQ 2.5GHz,Core i5 7300HQ ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce GTX 1050,Windows 10
549,Dell,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7300HQ 2.5GHz,Core i5 7300HQ 2.5GHz,Core i5 7300HQ ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce GTX 1060,Windows 10
1174,MSI,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7300HQ 2.5GHz,Core i5 7300HQ 2.5GHz,Core i5 7300HQ ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce GTX 1050,Windows 10
1180,MSI,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7300HQ 2.5GHz,Core i5 7300HQ 2.5GHz,Core i5 7300HQ ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce GTX 1050,Windows 10
1189,MSI,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7300HQ 2.5GHz,Core i5 7300HQ 2.5GHz,Core i5 7300HQ ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce GTX 1050,Windows 10
75,Acer,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7300HQ 2.5GHz,Core i5 7300HQ 2.5GHz,Core i5 7300HQ ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce GTX 1050,Windows 10
1002,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7300HQ 2.5GHz,Core i5 7300HQ 2.5GHz,Core i5 7300HQ ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 630,Windows 10
1093,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7300HQ 2.5GHz,Core i5 7300HQ 2.5GHz,Core i5 7300HQ ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce GTX 1050,Windows 10
1112,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7300HQ 2.5GHz,Core i5 7300HQ 2.5GHz,Core i5 7300HQ ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce GTX 1050,No OS
11,Acer,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,256GB SSD,,256,0,256,Nvidia GeForce 940MX,Windows 10
215,Asus,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,256GB SSD,,256,0,256,Intel HD Graphics 620,Linux
479,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,256GB SSD,,256,0,256,AMD Radeon R5 M430,Linux
559,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,256GB SSD,,256,0,256,AMD Radeon R5 M430,Windows 10
655,HP,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
660,HP,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
691,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
980,Lenovo,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
688,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
690,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
809,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
35,Acer,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
274,Asus,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
634,HP,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
644,HP,Notebook,14,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
648,HP,Ultrabook,12.5,1366x768,Regular,1366x768,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,4GB,4,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
916,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,6GB,6,256GB SSD,,256,0,256,Nvidia GeForce 920MX,Windows 10
1092,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,6GB,6,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
817,HP,Notebook,14,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,6GB,6,256GB SSD,,256,0,256,Nvidia GeForce 940MX,Windows 10
183,Asus,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,IPS Panel Quad HD+ ,3200x1800,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
157,Asus,Notebook,13.3,Quad HD+ 3200x1800,Quad HD+ ,3200x1800,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
338,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Quad HD+ / Touchscreen ,3200x1800,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
952,Lenovo,2 in 1 Convertible,14,IPS Panel Touchscreen 2560x1440,IPS Panel Touchscreen ,2560x1440,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
1148,Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,Touchscreen ,2256x1504,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10 S
843,Huawei,Ultrabook,13,IPS Panel Full HD 2160x1440,IPS Panel Full HD ,2160x1440,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
176,Asus,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
189,Asus,Ultrabook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
228,Asus,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
241,Asus,Ultrabook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce 940MX,Windows 10
253,Asus,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce 920MX,Windows 10
306,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,AMD Radeon R7 M445,Windows 10
327,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
387,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,AMD Radeon R5 M420,Windows 10
392,Dell,Ultrabook,13.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
415,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
445,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
516,Dell,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
639,HP,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
645,HP,Notebook,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce 930MX,Windows 10
658,HP,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce 930MX,Windows 10
681,HP,Notebook,13.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
747,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce 930MX,Windows 10
776,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
781,HP,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
823,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
829,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
841,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,No OS
1011,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
1027,Lenovo,Notebook,13.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
1043,Lenovo,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
1107,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,No OS
1123,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce 940MX,No OS
1213,Samsung,Ultrabook,13.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
1234,Toshiba,Notebook,13.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
358,Dell,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics,Windows 10
435,Dell,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
697,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
953,Lenovo,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,AMD Radeon R7 M460,Windows 10
963,Lenovo,2 in 1 Convertible,14,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
28,Acer,Notebook,14,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
46,Acer,Ultrabook,14,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel Graphics 620,Windows 10
650,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
663,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
860,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,No OS
879,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
931,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
965,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
967,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
970,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce 920MX,Windows 10
1031,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
1035,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce 940MX,Windows 10
1045,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
1061,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
1066,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce 940MX,Windows 10
1081,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
1246,Toshiba,Notebook,13.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
1247,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
1255,Toshiba,Notebook,13.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
1258,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
1272,Xiaomi,Ultrabook,13.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce MX150,No OS
946,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB Flash Storage,,256,0,256,Intel HD Graphics 620,Windows 10
336,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,IPS Panel Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.7GHz,Core i5 7200U 2.7GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
218,Asus,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,IPS Panel Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
305,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,IPS Panel Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
309,Dell,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,IPS Panel Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
984,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,IPS Panel Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
1124,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,IPS Panel Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
1244,Toshiba,Notebook,14,IPS Panel Full HD / Touchscreen 1920x1080,IPS Panel Full HD / Touchscreen ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
175,Asus,2 in 1 Convertible,13.3,Touchscreen / Full HD 1920x1080,Touchscreen / Full HD ,1920x1080,Intel Core i5 7200U 2.5GHz,Core i5 7200U 2.5GHz,Core i5 7200U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
